# Result of Exception Analysis....

1A	[signaler] NoSuchElementException	org.argouml.util.SingleElementIterator	next(		[handler] Throwable	org.argouml.cognitive.Designer	run(	
16V	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16W	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16X	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16Y	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16Z	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16[	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16\	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16]	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16^	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16_	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16`	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16a	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16b	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16c	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16d	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16e	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16f	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16g	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16h	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16i	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16j	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16k	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16l	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16m	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16n	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16o	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16p	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16q	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16r	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16s	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16t	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16u	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16v	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16w	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
16x	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17A	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17B	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17C	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17D	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17E	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17F	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17G	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17H	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17I	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17J	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17K	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17L	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17M	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17N	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17O	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17P	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17Q	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17R	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17S	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17T	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17U	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17V	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17W	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17X	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17Y	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17Z	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17[	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17\	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17]	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17^	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
17_	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17`	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17a	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17b	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17c	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17d	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17e	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17f	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17g	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17h	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17i	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17j	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17k	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17l	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17m	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17n	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17o	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17p	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.util.Tools	getVersionInfo(	
17q	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.uml.reveng.java.JavaImport	parseFiles(org.argouml.kernel.Project,java.util.Collection,org.argouml.uml.reveng.ImportSettings,org.argouml.taskmgmt.ProgressMonitor)	
17r	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.util.Tools	getVersionInfo(	
17s	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	
17t	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17u	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17v	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17w	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17x	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
17y	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
17z	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17{	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17|	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17}	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17~	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
