# Result of Exception Analysis....

1A	[signaler] NoSuchElementException	org.argouml.util.SingleElementIterator	next(		[handler] Throwable	org.argouml.cognitive.Designer	run(	
16V	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16W	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16X	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16Y	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16Z	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16[	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16\	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16]	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16^	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16_	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16`	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16a	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16b	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16c	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16d	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16e	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16f	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16g	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16h	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16i	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16j	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16k	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16l	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16m	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16n	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16o	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16p	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16q	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16r	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16s	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16t	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16u	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16v	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16w	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
16x	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.critics.WizManyNames	setModelElements(java.util.List)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17A	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17B	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17C	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17D	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17E	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17F	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17G	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17H	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17I	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17J	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17K	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17L	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17M	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17N	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17O	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17P	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17Q	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17R	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17S	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17T	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17U	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17V	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17W	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17X	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17Y	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17Z	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17[	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17\	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17]	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17^	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
17_	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17`	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17a	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17b	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17c	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17d	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17e	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17f	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17g	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17h	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17i	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17j	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17k	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17l	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17m	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17n	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17o	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17p	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.util.Tools	getVersionInfo(	
17q	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.uml.reveng.java.JavaImport	parseFiles(org.argouml.kernel.Project,java.util.Collection,org.argouml.uml.reveng.ImportSettings,org.argouml.taskmgmt.ProgressMonitor)	
17r	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.util.Tools	getVersionInfo(	
17s	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	
17t	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17u	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17v	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17w	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17x	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
17y	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
17z	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17{	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17|	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17}	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17~	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17?	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
